Customer_ID,Age,Gender,Income,Total_Purchases,Total_Spend,Avg_Order_Value,Recency,Frequency,Location,Preferred_Category,Cluster,Segment
CUST0127,44.0,Male,50620.0,49,75999.0,1551.0,116,49,Rajasthan,Electronics,1,High-Value Customers
CUST0128,52.0,Male,39877.0,13,21042.84,1618.68,30,13,Karnataka,Beauty,0,Occasional Customers
CUST0129,18.0,Male,145481.0,38,48801.88,1284.26,25,38,Gujarat,Fashion,1,High-Value Customers
CUST0130,52.0,Male,75316.0,49,134181.6,2738.4,156,49,Tamil Nadu,Beauty,1,High-Value Customers
CUST0131,54.0,Female,84041.0,46,11268.62,244.97,112,46,Rajasthan,Fashion,1,High-Value Customers
CUST0132,64.0,Male,128940.0,49,117113.92,2390.08,25,49,Rajasthan,Sports,1,High-Value Customers
CUST0133,31.0,Female,137360.0,8,4386.16,548.27,74,8,Karnataka,Electronics,0,Occasional Customers
CUST0134,20.0,Female,73352.0,43,104624.59,2433.13,58,43,Karnataka,Electronics,1,High-Value Customers
CUST0135,18.0,Male,50911.0,20,38491.0,1924.55,94,20,Delhi,Fashion,0,Occasional Customers
CUST0136,22.0,Female,52784.0,33,84518.94,2561.18,119,33,Rajasthan,Groceries,1,High-Value Customers
CUST0137,43.0,Male,23191.0,26,12299.04,473.04,127,26,Karnataka,Home,0,Occasional Customers
CUST0138,31.0,Female,53160.0,39,68840.85,1765.15,169,39,Maharashtra,Beauty,1,High-Value Customers
CUST0139,56.0,Male,110536.0,21,33664.05,1603.05,25,21,Tamil Nadu,Sports,0,Occasional Customers
CUST0140,44.0,Male,124576.0,49,106689.66,2177.34,78,49,Maharashtra,Beauty,1,High-Value Customers
CUST0141,26.0,Male,84641.0,42,71232.42,1696.01,99,42,Tamil Nadu,Beauty,1,High-Value Customers
CUST0142,32.0,Female,69723.0,43,73704.58,1714.06,116,43,Rajasthan,Sports,1,High-Value Customers
CUST0143,32.0,Male,23631.0,41,57517.67,1402.87,48,41,Delhi,Sports,1,High-Value Customers
CUST0144,43.0,Female,26172.0,9,9582.66,1064.74,10,9,Karnataka,Electronics,0,Occasional Customers
CUST0145,59.0,Male,62080.0,24,37208.16,1550.34,99,24,Karnataka,Beauty,0,Occasional Customers
CUST0146,30.0,Female,109097.0,37,19675.86,531.78,11,37,Karnataka,Home,1,High-Value Customers
CUST0147,49.0,Male,110353.0,49,141719.76,2892.24,85,49,Rajasthan,Home,1,High-Value Customers
CUST0148,56.0,Female,40281.0,41,90214.35,2200.35,149,41,Tamil Nadu,Fashion,1,High-Value Customers
CUST0149,49.0,Male,48671.0,17,48737.47,2866.91,173,17,Karnataka,Sports,0,Occasional Customers
CUST0150,21.0,Male,142811.0,24,20036.16,834.84,135,24,Maharashtra,Electronics,0,Occasional Customers
CUST0151,47.0,Male,71431.0,21,55905.15,2662.15,126,21,Karnataka,Home,0,Occasional Customers
CUST0152,54.0,Male,110900.0,39,96119.79,2464.61,64,39,Rajasthan,Groceries,1,High-Value Customers
CUST0153,40.0,Female,142139.0,41,85937.23,2096.03,2,41,Delhi,Electronics,1,High-Value Customers
CUST0154,56.0,Male,127210.0,39,76053.12,1950.08,76,39,Maharashtra,Electronics,1,High-Value Customers
CUST0155,62.0,Female,147734.0,13,14122.42,1086.34,121,13,Karnataka,Home,0,Occasional Customers
CUST0156,32.0,Male,112961.0,11,27345.45,2485.95,42,11,Karnataka,Groceries,0,Occasional Customers
CUST0157,60.0,Female,135463.0,46,73795.04,1604.24,54,46,Gujarat,Fashion,1,High-Value Customers
CUST0158,46.0,Male,48602.0,19,7571.5,398.5,75,19,Tamil Nadu,Home,0,Occasional Customers
CUST0159,53.0,Male,108789.0,11,11836.22,1076.02,16,11,Maharashtra,Groceries,0,Occasional Customers
CUST0160,30.0,Female,71399.0,13,36644.79,2818.83,18,13,Gujarat,Electronics,0,Occasional Customers
CUST0161,49.0,Male,43472.0,46,118767.4,2581.9,90,46,Delhi,Groceries,1,High-Value Customers
CUST0162,24.0,Male,69230.0,45,132720.3,2949.34,144,45,Tamil Nadu,Electronics,1,High-Value Customers
CUST0163,39.0,Female,93616.0,1,1958.38,1958.38,6,1,Maharashtra,Home,0,Occasional Customers
CUST0164,45.0,Female,27099.0,40,35721.2,893.03,108,40,Karnataka,Sports,1,High-Value Customers
CUST0165,19.0,Male,138614.0,44,28858.72,655.88,175,44,Maharashtra,Home,1,High-Value Customers
CUST0166,59.0,Male,45431.0,19,13743.84,723.36,48,19,Karnataka,Beauty,0,Occasional Customers
CUST0167,62.0,Female,76492.0,12,3065.16,255.43,42,12,Tamil Nadu,Beauty,0,Occasional Customers
CUST0168,23.0,Male,116722.0,8,10351.28,1293.91,76,8,Karnataka,Beauty,0,Occasional Customers
CUST0169,45.0,Male,67684.0,8,5888.0,736.0,77,8,Delhi,Home,0,Occasional Customers
CUST0170,45.0,Male,50111.0,45,60868.8,1352.64,132,45,Rajasthan,Fashion,1,High-Value Customers
CUST0171,61.0,Female,125387.0,12,33815.76,2817.98,130,12,Karnataka,Home,0,Occasional Customers
CUST0172,61.0,Female,83936.0,48,67464.48,1405.51,59,48,Delhi,Sports,1,High-Value Customers
CUST0173,37.0,Male,42614.0,33,87725.88,2658.36,155,33,Rajasthan,Groceries,1,High-Value Customers
CUST0174,47.0,Male,112260.0,45,85293.45,1895.41,27,45,Tamil Nadu,Home,1,High-Value Customers
CUST0175,28.0,Male,61991.0,26,23191.22,891.97,79,26,Tamil Nadu,Home,0,Occasional Customers
CUST0176,45.0,Female,90476.0,39,46659.21,1196.39,72,39,Maharashtra,Electronics,1,High-Value Customers
CUST0177,42.0,Male,137959.0,28,12179.16,434.97,7,28,Delhi,Electronics,0,Occasional Customers
CUST0178,56.0,Male,80920.0,5,5668.5,1133.7,111,5,Delhi,Electronics,0,Occasional Customers
CUST0179,50.0,Female,80574.0,8,16776.88,2097.11,119,8,Gujarat,Home,0,Occasional Customers
CUST0180,18.0,Male,83530.0,25,10047.75,401.91,174,25,Gujarat,Fashion,0,Occasional Customers
CUST0181,44.0,Female,56224.0,27,20928.24,775.12,63,27,Rajasthan,Groceries,0,Occasional Customers
CUST0182,30.0,Male,27788.0,46,58329.38,1268.03,124,46,Rajasthan,Groceries,1,High-Value Customers
CUST0183,58.0,Male,48082.0,23,67844.02,2949.74,12,23,Gujarat,Sports,0,Occasional Customers
CUST0184,20.0,Male,143287.0,30,71928.3,2397.61,141,30,Rajasthan,Fashion,1,High-Value Customers
CUST0185,56.0,Female,109570.0,45,101419.2,2253.76,43,45,Karnataka,Fashion,1,High-Value Customers
CUST0186,23.0,Female,121015.0,47,24690.51,525.33,17,47,Gujarat,Groceries,1,High-Value Customers
CUST0187,25.0,Female,96816.0,23,54896.17,2386.79,63,23,Delhi,Beauty,0,Occasional Customers
CUST0188,44.0,Male,103588.0,49,117538.75,2398.75,120,49,Karnataka,Electronics,1,High-Value Customers
CUST0189,26.0,Female,36531.0,47,88505.23,1883.09,36,47,Rajasthan,Electronics,1,High-Value Customers
CUST0190,54.0,Male,108340.0,20,59460.2,2973.01,8,20,Tamil Nadu,Groceries,0,Occasional Customers
CUST0191,50.0,Male,114439.0,18,19992.78,1110.71,69,18,Maharashtra,Fashion,0,Occasional Customers
CUST0192,59.0,Female,64857.0,18,51040.08,2835.56,90,18,Gujarat,Sports,0,Occasional Customers
CUST0193,42.0,Male,30142.0,2,5522.5,2761.25,36,2,Tamil Nadu,Beauty,0,Occasional Customers
CUST0194,41.0,Male,80574.0,4,928.6,232.15,28,4,Rajasthan,Groceries,0,Occasional Customers
CUST0195,32.0,Male,68355.0,30,43809.9,1460.33,118,30,Delhi,Electronics,1,High-Value Customers
CUST0196,49.0,Male,29866.0,33,96884.37,2935.89,93,33,Maharashtra,Home,1,High-Value Customers
CUST0197,49.0,Male,90067.0,36,17594.64,488.74,175,36,Tamil Nadu,Fashion,1,High-Value Customers
CUST0198,41.0,Female,130990.0,18,31208.4,1733.8,76,18,Maharashtra,Home,0,Occasional Customers
CUST0199,58.0,Male,123634.0,37,108819.96,2941.08,101,37,Gujarat,Sports,1,High-Value Customers
CUST0200,29.0,Female,123814.0,19,33352.41,1755.39,158,19,Rajasthan,Groceries,0,Occasional Customers
CUST0201,56.0,Female,145426.0,47,34379.56,731.48,151,47,Delhi,Electronics,1,High-Value Customers
CUST0202,19.0,Male,84027.0,28,51243.08,1830.11,144,28,Rajasthan,Beauty,1,High-Value Customers
CUST0203,20.0,Male,77906.0,40,30897.2,772.43,14,40,Maharashtra,Home,1,High-Value Customers
CUST0204,54.0,Male,48138.0,20,33103.4,1655.17,71,20,Tamil Nadu,Beauty,0,Occasional Customers
CUST0205,34.0,Female,112601.0,49,19958.68,407.32,180,49,Gujarat,Sports,1,High-Value Customers
CUST0206,19.0,Male,49956.0,33,62546.55,1895.35,124,33,Gujarat,Electronics,1,High-Value Customers
CUST0207,19.0,Female,127268.0,12,19764.12,1647.01,125,12,Rajasthan,Home,0,Occasional Customers
CUST0208,45.0,Male,124797.0,15,34086.75,2272.45,37,15,Tamil Nadu,Sports,0,Occasional Customers
CUST0209,40.0,Female,144917.0,41,80604.36,1965.96,29,41,Tamil Nadu,Beauty,1,High-Value Customers
CUST0210,54.0,Male,146303.0,39,67817.1,1738.9,143,39,Maharashtra,Beauty,1,High-Value Customers
CUST0211,49.0,Male,96295.0,2,4262.76,2131.38,175,2,Rajasthan,Home,0,Occasional Customers
CUST0212,50.0,Female,25439.0,29,17488.16,603.04,174,29,Rajasthan,Electronics,0,Occasional Customers
CUST0213,18.0,Female,67241.0,41,76547.41,1867.01,180,41,Karnataka,Beauty,1,High-Value Customers
CUST0214,36.0,Male,62533.0,10,6819.1,681.91,19,10,Rajasthan,Groceries,0,Occasional Customers
CUST0215,19.0,Female,48270.0,2,5582.92,2791.46,106,2,Gujarat,Sports,0,Occasional Customers
CUST0216,61.0,Male,98815.0,11,4304.74,391.34,21,11,Maharashtra,Home,0,Occasional Customers
CUST0217,43.0,Female,59279.0,13,18265.65,1405.05,64,13,Tamil Nadu,Fashion,0,Occasional Customers
CUST0218,49.0,Female,129787.0,10,21482.3,2148.23,165,10,Rajasthan,Fashion,0,Occasional Customers
CUST0219,23.0,Male,43888.0,14,20754.44,1482.46,27,14,Maharashtra,Electronics,0,Occasional Customers
CUST0220,49.0,Male,37630.0,18,8241.66,457.87,55,18,Rajasthan,Groceries,0,Occasional Customers
CUST0221,21.0,Male,81063.0,9,15745.14,1749.46,29,9,Tamil Nadu,Beauty,0,Occasional Customers
CUST0222,28.0,Female,138527.0,39,77866.23,1996.57,148,39,Delhi,Fashion,1,High-Value Customers
CUST0223,34.0,Female,143239.0,28,60777.36,2170.62,25,28,Tamil Nadu,Electronics,1,High-Value Customers
CUST0224,55.0,Male,147896.0,3,3735.39,1245.13,70,3,Tamil Nadu,Sports,0,Occasional Customers
CUST0225,41.0,Male,55144.0,20,35565.0,1778.25,63,20,Tamil Nadu,Groceries,0,Occasional Customers
CUST0226,22.0,Female,72161.0,6,8771.52,1461.92,164,6,Rajasthan,Groceries,0,Occasional Customers
CUST0227,51.0,Female,116718.0,27,56207.52,2081.76,130,27,Karnataka,Electronics,1,High-Value Customers
CUST0228,23.0,Female,145873.0,2,3667.92,1833.96,150,2,Tamil Nadu,Electronics,0,Occasional Customers
CUST0229,39.0,Male,111074.0,29,48491.48,1672.12,16,29,Gujarat,Beauty,1,High-Value Customers
CUST0230,28.0,Male,97360.0,38,34149.46,898.67,146,38,Gujarat,Electronics,1,High-Value Customers
CUST0231,33.0,Male,70979.0,3,616.95,205.65,100,3,Maharashtra,Beauty,0,Occasional Customers
CUST0232,50.0,Female,117661.0,16,10998.88,687.43,30,16,Karnataka,Beauty,0,Occasional Customers
CUST0233,26.0,Male,26979.0,30,15833.4,527.78,45,30,Maharashtra,Home,0,Occasional Customers
CUST0234,23.0,Female,46189.0,40,58297.6,1457.44,19,40,Gujarat,Groceries,1,High-Value Customers
CUST0235,33.0,Male,62600.0,2,3828.64,1914.32,34,2,Gujarat,Sports,0,Occasional Customers
CUST0236,46.0,Female,79560.0,17,13542.88,796.64,141,17,Delhi,Groceries,0,Occasional Customers
CUST0237,20.0,Female,98040.0,41,116003.76,2829.36,171,41,Tamil Nadu,Groceries,1,High-Value Customers
CUST0238,37.0,Female,143257.0,12,2624.52,218.71,62,12,Gujarat,Home,0,Occasional Customers
CUST0239,53.0,Male,81558.0,35,82685.4,2362.44,118,35,Rajasthan,Beauty,1,High-Value Customers
CUST0240,36.0,Male,106205.0,43,83874.51,1950.57,100,43,Rajasthan,Beauty,1,High-Value Customers
CUST0241,43.0,Male,26910.0,1,1245.95,1245.95,22,1,Maharashtra,Electronics,0,Occasional Customers
CUST0242,20.0,Female,77713.0,45,15361.65,341.37,180,45,Maharashtra,Home,1,High-Value Customers
CUST0243,36.0,Female,66857.0,15,29354.4,1956.96,180,15,Tamil Nadu,Electronics,0,Occasional Customers
CUST0244,37.0,Female,54964.0,26,33272.72,1279.72,111,26,Tamil Nadu,Home,0,Occasional Customers
CUST0245,49.0,Female,105667.0,37,104397.35,2821.55,164,37,Delhi,Electronics,1,High-Value Customers
CUST0246,24.0,Female,45227.0,21,36068.97,1717.57,73,21,Karnataka,Fashion,0,Occasional Customers
CUST0247,58.0,Male,25978.0,49,138719.98,2831.02,147,49,Maharashtra,Groceries,1,High-Value Customers
CUST0248,50.0,Female,107527.0,31,25337.85,817.35,38,31,Tamil Nadu,Groceries,0,Occasional Customers
CUST0249,57.0,Male,37153.0,25,55800.75,2232.03,70,25,Maharashtra,Sports,0,Occasional Customers
CUST0250,56.0,Male,79765.0,23,44350.9,1928.3,116,23,Tamil Nadu,Beauty,0,Occasional Customers
CUST0251,35.0,Male,119084.0,24,54488.16,2270.34,79,24,Gujarat,Sports,1,High-Value Customers
CUST0252,57.0,Male,128212.0,38,30440.66,801.07,148,38,Maharashtra,Fashion,1,High-Value Customers
